date,code,open,high,low,close,preclose,volume,amount,pctChg
2020-02-07,sh.000001,2841.1901187520994,2868.901554030924,2823.486290236406,2860.446609640458,2858.4275146578566,30947964160,362384162816.0,0.329809
2020-02-10,sh.000001,2866.064727181361,2889.501625303465,2851.43565719256,2881.027379931683,2877.1569462400257,29492978432,341520400384.0,0.505013
2020-02-11,sh.000001,2888.5106205470424,2911.802604631917,2877.261499904417,2903.8293900478884,2890.914128121243,26916833536,302956847104.0,0.38702800000000004
2020-02-12,sh.000001,2910.2853606238023,2930.4110789244687,2898.7011292188677,2921.2796655838897,2909.0396614245506,24873342976,297534418944.0,0.869326
2020-02-13,sh.000001,2928.220840069895,2946.747549353773,2915.2820467212787,2936.6692259482365,2924.8362464344646,27480484352,334526328832.0,-0.711538
2020-02-14,sh.000001,2936.935390541331,2957.8690024782863,2923.626536661238,2948.9807856630264,2934.96767240916,25065062656,308080369664.0,0.376247
2020-02-17,sh.000001,2944.882170476597,2969.716559790883,2931.729891251062,2962.1057039735115,2946.0329612838264,31319800832,367014338560.0,2.283676
2020-02-18,sh.000001,2961.360202612076,2989.684271365932,2949.1726696660867,2981.3950285392093,2964.5741885099274,31166591232,374998560768.0,0.045214
2020-02-19,sh.000001,2978.87557140331,3010.7433510008505,2967.9561807542345,3000.930671174806,2983.9382543539796,31514115072,381331161088.0,-0.320606
2020-02-20,sh.000001,2992.981089603949,3028.8904595443555,2983.067706449012,3017.8713890228623,2999.9633095749605,34573288192,413761363968.0,1.8401889999999999
2020-02-21,sh.000001,2999.6171609435796,3038.265173437175,2990.1417087092696,3025.1611089046905,3008.900461988125,36455727616,445062078464.0,0.31401
2020-02-24,sh.000001,2991.1084781259865,3029.995987969722,2980.309411441172,3012.64558551035,3003.1173897342046,37043004416,451601362944.0,-0.27753
2020-02-25,sh.000001,2976.277779056688,3013.7468681695277,2963.7278647774483,2991.5903926054166,2991.3579740536234,44162276096,513128644608.0,-0.599855
2020-02-26,sh.000001,2966.212575996084,2999.2847155283666,2955.0697601446923,2974.2432759108287,2987.0525543107774,46904955136,495341449216.0,-0.833773
2020-02-27,sh.000001,2958.3999696783494,2988.9816919942955,2946.9394606932087,2963.7203656296433,2981.407324288233,35052365824,395955642368.0,0.113791
2020-02-28,sh.000001,2947.2555829365733,2985.537517124011,2925.5355006250297,2948.1114822522286,2960.6905796270535,40121691392,432657776640.0,-3.7115620000000002
2020-03-02,sh.000001,2945.1470270854993,2991.0733154498857,2914.620128516908,2964.0961196454587,2947.8379932906237,36733336832,397244203008.0,3.146475
2020-03-03,sh.000001,2968.7188796885234,3009.7374962039617,2944.615798298973,2979.9735933323514,2966.7478622740773,41010804736,447053680640.0,0.7393310000000001
2020-03-04,sh.000001,2994.953672677948,3028.8836710972582,2979.88811508761,2998.872408582937,2996.5975920960886,35333827840,389893918720.0,0.6271180000000001
2020-03-05,sh.000001,2998.296382831448,3032.849740828057,2982.927761570903,3004.642939793991,3022.454773391729,44542580736,482770472960.0,1.992652
2020-03-06,sh.000001,2992.036510294639,3028.8150877491225,2972.870219849074,3002.278139209266,3036.460926854646,36206153216,377388544000.0,-1.209958
2020-03-09,sh.000001,2986.9829518819893,3024.12239116987,2962.8115574891194,2998.9365230649996,3021.4706722642572,41456073600,438143854609.8,-3.006105
2020-03-10,sh.000001,2975.5882684678904,3012.1169586364613,2946.598288921265,2986.6542202107416,2993.56005628897,39329664800,425017184790.9,1.816711
2020-03-11,sh.000001,2957.160736565601,2987.857313684566,2927.4687057687543,2958.6657301034024,2973.2616925201933,35247097000,378766618968.3,-0.9424969999999999
2020-03-12,sh.000001,2936.771703288512,2956.022394561558,2898.49140736836,2921.6104946896758,2949.0200405728497,30777845700,328209202377.8,-1.516979
2020-03-13,sh.000001,2872.633530295519,2921.237931550245,2847.4503623942437,2881.655751065896,2912.2531221405707,36645043600,393019665228.0,-1.233428
2020-03-16,sh.000001,2867.424833736857,2882.732527262497,2791.759398112599,2839.4511256764767,2870.170704143174,35187866500,375627000794.2,-3.40001
2020-03-17,sh.000001,2819.2430623026557,2841.147514893554,2751.3912678574397,2797.776981835007,2827.6199584239566,30614967700,323012822799.1,-0.344644
2020-03-18,sh.000001,2778.1314528895477,2801.195828960371,2719.0884141971924,2759.9371853683338,2786.9310028341665,29115985200,318611391559.4,-1.830611
2020-03-19,sh.000001,2744.2295835981386,2764.3322292656676,2686.289237660826,2725.8786643359135,2749.7159572837386,30230274700,330518008489.8,-0.9757819999999999
2020-03-20,sh.000001,2721.899216032088,2739.91131967062,2667.5764027193018,2704.858217811319,2723.909597245955,25201950700,281583369664.4,1.6094190000000002
2020-03-23,sh.000001,2720.7972351373514,2738.603380029975,2675.7385065338703,2706.9020506586603,2717.610451753237,24982025000,268423241973.7,-3.112261
2020-03-24,sh.000001,2732.1631541645834,2750.39118686937,2697.9668283224237,2722.0157115998563,2723.8612103199703,25702193000,278999306643.2,2.340856
2020-03-25,sh.000001,2748.583274570274,2767.4350584462136,2725.8881784150544,2742.6049972621854,2737.703644859178,27314446600,293191204398.7,2.172802
2020-03-26,sh.000001,2762.7650461843705,2782.4213727111046,2748.9493932171576,2760.8562642448214,2751.664134951532,23408402200,248279785000.7,-0.599671
2020-03-27,sh.000001,2763.8344338579877,2784.247812967635,2752.0246638068234,2765.2252158736133,2754.97873338754,24076406600,253630725892.3,0.263748
2020-03-30,sh.000001,2759.008789666148,2780.0916841633484,2745.584107855133,2763.0244779149293,2753.9616174758385,23970660400,250687144232.8,-0.901431
2020-03-31,sh.000001,2755.1127803348368,2776.780971135923,2738.9919271781523,2761.2332313952797,2754.772274616682,21859867400,224271061569.1,0.112201
2020-04-01,sh.000001,2754.0687035182896,2776.1170863157304,2736.2309916139448,2761.5104846392796,2757.171428931244,21725342700,225624646571.6,-0.5735640000000001
2020-04-02,sh.000001,2760.75403449224,2782.8376126705825,2745.5127843768632,2768.524556196297,2763.3993469145553,21786460000,233111575711.2,1.686452
2020-04-03,sh.000001,2771.273593469812,2793.101124234417,2760.4514659322494,2778.689123714193,2771.5703659147803,20083740400,214062212038.2,-0.598801
2020-04-07,sh.000001,2781.3960017741865,2802.8770543283754,2774.6272427935864,2788.1395676483294,2779.1518176691043,27019818600,286627794328.1,2.054134
2020-04-08,sh.000001,2790.415798332988,2811.065985606203,2786.0987490558987,2796.102549727018,2786.2959569599593,24351530500,253159668052.3,-0.191253
2020-04-09,sh.000001,2796.2069974203177,2815.2216003895105,2790.5905751482105,2800.553853273412,2792.5078696896935,23818484300,247392988028.6,0.37419600000000003
2020-04-10,sh.000001,2800.1173341678864,2817.2156830290087,2791.351254068075,2803.1201280614778,2797.9788395145283,23345476800,246376307236.7,-1.03586
2020-04-13,sh.000001,2803.9246717974447,2818.884563113524,2791.673660883855,2805.3576295001963,2803.278794360722,17712455400,184120284139.7,-0.485713
2020-04-14,sh.000001,2807.4757671561006,2821.368360183664,2793.017713481076,2808.49793574551,2808.0632913215245,20269656900,223605697288.9,1.589459
2020-04-15,sh.000001,2811.225994953418,2826.5557434646607,2798.1532652520846,2814.402305298167,2812.1391531062363,20562114600,231631632235.0,-0.569766
2020-04-16,sh.000001,2814.966814016999,2832.6951064947007,2804.670434323262,2821.2341654821216,2815.724405019756,20300377300,222432600865.7,0.311646
2020-04-17,sh.000001,2818.1330404337386,2838.493192332528,2810.5122983631204,2827.7896793162977,2818.8290117234583,24573675000,280025229139.5,0.658153
2020-04-20,sh.000001,2821.3735873515134,2842.378232190127,2814.249717566246,2832.062810260775,2821.9708422704116,21184707800,233759313193.0,0.49527299999999996
2020-04-21,sh.000001,2825.1887868219374,2842.0472961102923,2813.0799628270624,2831.2911297560327,2825.6906853232153,23323587000,248688585735.6,-0.8953209999999999
2020-04-22,sh.000001,2829.1555923120795,2840.012760805031,2810.0981772110367,2828.5044135191065,2829.6167173090666,21732000000,232796777750.0,0.600178
2020-04-23,sh.000001,2833.401563060782,2838.4068278385334,2809.506886780071,2826.1032214795446,2833.7648858630714,24877903700,262662040531.8,-0.192723
2020-04-24,sh.000001,2836.682764409505,2838.7537281743917,2809.683349956881,2826.26723387533,2837.1853461052165,23518507600,244122291476.8,-1.055843
2020-04-27,sh.000001,2837.5993508917823,2843.5285250888296,2807.9433577182017,2832.320062672688,2838.7903721865737,21013098100,225293706288.5,0.248009
2020-04-28,sh.000001,2837.879099145461,2850.9058226537386,2809.5539734219537,2841.588803045198,2839.958010511575,25387274500,270534752615.1,-0.194296
2020-04-29,sh.000001,2838.360128645529,2858.6733635160854,2820.773970005199,2851.2124575081107,2841.2913463080577,20206180700,222720221727.9,0.441921
2020-04-30,sh.000001,2841.428676469704,2867.1652623915124,2834.976963780471,2860.861044575568,2844.8615301337272,24245527800,277440934007.1,1.33359
2020-05-06,sh.000001,2850.070657344262,2876.01191505343,2844.847103317249,2869.2155207339683,2853.223692786825,24982661600,303890031004.9,0.63138
2020-05-07,sh.000001,2861.1512348506517,2884.363715262689,2853.5630569536975,2876.155943577852,2863.5642364498767,22673695700,268607485283.6,-0.22990500000000003
2020-05-08,sh.000001,2872.3915875040398,2892.268627232129,2864.24348159648,2882.3382933335793,2873.87854814723,22682207500,276562716950.3,0.829567
2020-05-11,sh.000001,2880.903476732966,2897.3851723233256,2871.990135457102,2885.956941049674,2881.47594886028,22512041000,271930641512.4,-0.018734
2020-05-12,sh.000001,2882.790028591094,2897.2764682419734,2872.642890921609,2885.331063383736,2882.7688665106034,19708298500,238476218839.0,-0.11211800000000001
2020-05-13,sh.000001,2881.0519927901,2894.0954272697995,2869.4422439628106,2882.0776513439837,2880.554349130891,18506131000,223866906923.5,0.224554
2020-05-14,sh.000001,2877.8066139784146,2889.074268344049,2864.2209536184178,2877.1980231094526,2876.836777989228,19777620200,237336974703.0,-0.956067
2020-05-15,sh.000001,2875.9469427697536,2885.059099640677,2859.7567998612285,2872.5415996382394,2874.2535826644025,18898359200,246878191080.5,-0.06561900000000001
2020-05-18,sh.000001,2879.490804249577,2885.3366193694683,2859.9143122956266,2870.4682770836484,2876.482016629504,22602288200,289089595543.4,0.242601
2020-05-19,sh.000001,2884.6522838402643,2887.3075232093433,2861.6966317237107,2869.4680384411336,2880.184252543741,19722240500,256277803071.8,0.805393
2020-05-20,sh.000001,2889.2161643501586,2890.8522408790955,2863.4289055241925,2868.8757248477627,2883.405517564415,21051998500,269176553624.7,-0.5119130000000001
2020-05-21,sh.000001,2888.8038625404715,2889.943712722721,2861.696045557175,2866.67779384275,2882.3174647169644,20353203800,250569937552.8,-0.548389
2020-05-22,sh.000001,2877.4940337831663,2875.736987030882,2851.7906335265384,2860.1653995200845,2871.7270203467306,20906371200,245229603697.9,-1.8884150000000002
2020-05-25,sh.000001,2862.0038907176577,2859.3426746171704,2839.351158949185,2852.87581423678,2857.6045752872137,17288555700,202115352627.3,0.149419
2020-05-26,sh.000001,2847.4872362574806,2851.3174461814874,2828.4674739059315,2847.077959988951,2844.4826179076126,17456236900,207427833710.6,1.0141200000000001
2020-05-27,sh.000001,2839.276278065265,2851.4068086614598,2824.0781730584367,2846.51782616274,2837.262951448081,19814934300,227934395739.0,-0.34229899999999996
2020-05-28,sh.000001,2845.1371465129323,2861.4054428122404,2833.19147525738,2856.218085251025,2842.9643687773246,20754601900,239234260636.0,0.331997
2020-05-29,sh.000001,2858.867887082323,2878.048531603229,2849.6382131070923,2871.310720327317,2855.943748688782,20679280400,233798996642.7,0.215356
2020-06-01,sh.000001,2874.401176126172,2897.989344673193,2867.5336785708455,2887.551088628424,2870.8858096014255,26019605000,307416215147.8,2.211505
2020-06-02,sh.000001,2889.713206549424,2915.953952028721,2884.5027799575487,2902.128575732752,2885.4171950984532,25610804900,294402745887.8,0.20466600000000001
2020-06-03,sh.000001,2900.487891147777,2924.992262533532,2895.9095603423166,2910.4779438302317,2895.102036461147,25566398000,300447817007.3,0.06754
2020-06-04,sh.000001,2908.4196401669606,2929.165750594365,2903.632549563719,2915.190388754948,2902.142535970757,22660587300,254345984480.0,-0.14095
2020-06-05,sh.000001,2915.8779043362506,2932.3938780344597,2910.4778601696135,2919.0958359622778,2908.846861314898,21736067300,253141142477.6,0.39560500000000004
2020-06-08,sh.000001,2921.836389752143,2934.989381063588,2914.8179469165757,2922.204853621392,2915.5676940969106,23112436000,274611815611.0,0.237884
2020-06-09,sh.000001,2926.0833914554782,2938.971464973658,2915.9187706773578,2925.7237365861974,2923.643347304902,20904858500,251414696240.0,0.624296
2020-06-10,sh.000001,2928.7614157300136,2943.024932717398,2915.0488771180344,2929.0112528215986,2931.4184417009124,20792596900,243968496538.1,-0.41808599999999996
2020-06-11,sh.000001,2930.0365385377168,2945.5619664992055,2912.850848751065,2931.0315786904325,2937.8659817831112,23372294700,289023256107.0,-0.776414
2020-06-12,sh.000001,2929.6483274247275,2946.8420194087143,2910.8965922994335,2932.6619525057617,2940.901372328815,23600864200,274321726179.0,-0.039577
2020-06-15,sh.000001,2927.5245220258407,2946.8057897682993,2911.3344778991136,2934.5319812189164,2938.014364332461,24320504600,293361556833.6,-1.017563
2020-06-16,sh.000001,2925.0213320386924,2946.120993367131,2913.338954429404,2936.597089723023,2932.5359847510076,22331306500,270948558455.0,1.443538
2020-06-17,sh.000001,2922.814233366936,2945.417990697186,2915.921849865585,2939.5781609589585,2926.7033483183845,23465439100,278007110729.6,0.140657
2020-06-18,sh.000001,2923.9388361581355,2946.2773719755824,2920.448873548687,2942.783458055243,2924.9615094874425,25869137700,289367727804.2,0.117243
2020-06-19,sh.000001,2931.2639621220883,2950.4993154835493,2927.277782506516,2944.8212506159152,2932.362534437626,26431396100,319089106631.7,0.963456
2020-06-22,sh.000001,2943.3066838024806,2957.8286514831466,2936.820134983723,2949.033606603176,2945.6348591836477,26788383400,346028748359.1,-0.079606
2020-06-23,sh.000001,2961.17919340411,2968.7956958888535,2951.971067548569,2959.376907770134,2964.4348919498552,22521220800,305378770529.9,0.180375
2020-06-24,sh.000001,2978.324340725407,2982.225244930444,2966.6817697146193,2974.456978497461,2981.0673979852904,21320073200,297008784132.4,0.300617
2020-06-29,sh.000001,2987.279260799919,2999.004702959541,2974.9675865906047,2994.3670332694473,2986.299568565234,22062272900,293886016005.3,-0.605262
2020-06-30,sh.000001,2997.8054921183852,3021.5600924130435,2985.453392700643,3021.290289821906,2991.6718736502767,21495721400,297312328413.8,0.781954
2020-07-01,sh.000001,3014.2234845683274,3042.0530426729647,3000.3275186387414,3051.1683135632147,3002.7490946111725,27331314000,369883802297.0,1.383967
2020-07-02,sh.000001,3050.324026969706,3086.8659177753775,3035.140484966867,3097.5447505946568,3034.7650839526696,39112799600,478216482346.4,2.134458
2020-07-03,sh.000001,3121.993749691359,3185.531245333383,3109.1877965960907,3177.742594835616,3107.7656506570875,45879385100,535489334735.2,2.013975
2020-07-06,sh.000001,3206.921864216242,3304.4649005261736,3198.7998709201556,3266.4406076283713,3198.687332699553,64387890600,724153675701.0,5.711348
2020-07-07,sh.000001,3311.384698868785,3381.600241204893,3285.728671031046,3341.614485361463,3287.7919693318777,65784015900,793638372424.8,0.373737
2020-07-08,sh.000001,3365.299835663185,3430.960137138814,3352.763623778501,3396.901239312093,3361.5108130256185,58708168500,696807634537.9,1.7368419999999998
2020-07-09,sh.000001,3399.7051178687093,3448.3181420138994,3371.9090212334654,3415.368930429467,3397.9300635328864,62000182300,751406830395.1,1.385463
2020-07-10,sh.000001,3405.202947526813,3444.238017418881,3364.130416975419,3411.9202148124173,3409.353729416138,55612001100,703197550444.5,-1.949557
2020-07-13,sh.000001,3399.4103141267065,3438.7898065272566,3359.1226198469544,3418.432915064964,3411.8555622632225,55800687500,717397053099.2,1.772344
2020-07-14,sh.000001,3382.2991191664755,3424.5837849599093,3340.1016535663593,3404.026440690413,3398.4977979889773,54321149200,707327005157.3,-0.832568
2020-07-15,sh.000001,3359.6203466530665,3401.45761682788,3288.9689803354636,3321.535849867658,3370.3596945351087,49203054200,674727409786.3,-1.561352
2020-07-16,sh.000001,3332.3835617110694,3377.070590034137,3241.183450655696,3245.3515527857385,3332.8129122868913,49061312300,679468340648.5,-4.498426
2020-07-17,sh.000001,3290.872020630531,3308.920109821706,3224.1636454999802,3255.0026414342506,3275.7662970208735,35965241300,486536118269.0,0.12554400000000002
2020-07-20,sh.000001,3262.0229249098556,3305.0397304460025,3231.3443522834955,3294.066354148996,3237.325266012081,41855530600,544045656232.3,3.111895
2020-07-21,sh.000001,3282.530959326578,3335.8295487531077,3278.4718430493594,3323.5808135336047,3270.9520649608585,35925202900,488862180370.5,0.203542
2020-07-22,sh.000001,3310.9779303870678,3373.8543430050054,3314.555121130417,3334.8909756580733,3316.11360411651,39333533500,540577040593.6,0.36944299999999997
2020-07-23,sh.000001,3305.1577959105666,3348.81007788462,3263.6869948261497,3290.773808493086,3312.3702159121463,40704249900,546887089707.7,-0.24161100000000002
2020-07-24,sh.000001,3286.475408076462,3305.3981839638373,3201.0545263337604,3240.747938941807,3287.9588660242607,42705402600,584311865016.6,-3.859776
2020-07-27,sh.000001,3265.530006296598,3280.0214575836994,3208.9930389693423,3248.591168289872,3251.2715654398667,29931902100,402231919288.9,0.264592
2020-07-28,sh.000001,3250.9032848059833,3269.406076851299,3236.35859735615,3273.520857801991,3225.2406031335017,28937786100,389873696214.7,0.709267
2020-07-29,sh.000001,3261.265398596293,3286.4285110763362,3241.1201721334337,3278.073013199068,3252.354692922553,32492406200,453094399515.5,2.062965
2020-07-30,sh.000001,3283.2763082485635,3314.3696247067255,3247.5867035316214,3284.5449369790927,3294.936416859993,34070412100,476974005608.8,-0.23463299999999998
2020-07-31,sh.000001,3300.1695173142853,3327.8807168215994,3267.69574206948,3305.594690343462,3309.181548119013,35375897900,495778040702.2,0.705377
2020-08-03,sh.000001,3318.703675573118,3339.8952592126516,3290.942693450696,3330.1344373370544,3319.254691967525,40746086700,572430759824.7,1.7510330000000003
2020-08-04,sh.000001,3346.274789433123,3364.0066665138165,3315.295841984779,3355.175575379929,3346.4611236202036,44232855100,604942141521.3,0.110503
2020-08-05,sh.000001,3367.1236137821206,3384.8517517388395,3332.8023403404836,3372.570390903732,3368.864765398544,38582302700,526515054657.5,0.17431300000000002
2020-08-06,sh.000001,3365.33913851631,3386.5923054676114,3331.0278438488035,3369.404934164751,3368.41702075279,41530251000,570488248065.2,0.263453
2020-08-07,sh.000001,3353.8855491270606,3382.0066028629167,3321.102848234372,3357.581210802759,3358.9980957598777,40392963300,561435649551.0,-0.9575739999999999
2020-08-10,sh.000001,3344.0953105551603,3389.9007466924845,3316.828155575987,3351.805439662638,3351.740346134144,38137963000,527083944584.7,0.751847
2020-08-11,sh.000001,3337.403871404488,3392.6550900702227,3313.5115874287194,3347.850900500687,3345.7259674573193,40045270600,514020764101.4,-1.152989
2020-08-12,sh.000001,3337.71755002471,3360.669233843114,3302.9611895830285,3336.8836937512524,3342.7522951903097,37832895900,480731246079.0,-0.629418
2020-08-13,sh.000001,3346.195735009758,3338.5068605366364,3302.071399699247,3337.078384717184,3346.5636739075107,32429127800,387162288598.3,0.044001
2020-08-14,sh.000001,3362.92045185365,3382.5694001640113,3332.5345857415023,3374.3667111074915,3356.6856746117696,30599837600,367467421740.0,1.185665
2020-08-17,sh.000001,3383.067807379317,3435.244102840654,3367.705681357829,3412.935512652045,3374.168213957537,43459826000,537425075053.0,2.342259
2020-08-18,sh.000001,3403.280280985976,3437.1198549711826,3378.9747380474087,3412.6783197781415,3407.8399668473853,38072927500,493052155326.1,0.35734499999999997
2020-08-19,sh.000001,3416.6130426002674,3423.0410319370494,3380.7162863146723,3399.4989040784358,3432.9067187734004,40572221400,498262158316.3,-1.244842
2020-08-20,sh.000001,3412.8888962606065,3418.844456018068,3384.1571625942315,3395.2718341295367,3416.070144102872,33560098200,401815550096.0,-1.29778
2020-08-21,sh.000001,3402.171214082564,3414.3700046466365,3382.9387523112414,3391.84695531385,3388.6558551514245,28748834000,361281752664.8,0.498936
2020-08-24,sh.000001,3396.9784297129036,3409.8330759551186,3375.736072649824,3388.2562874614073,3385.0826796873844,26622784100,345683380014.8,0.146592
2020-08-25,sh.000001,3391.252105973891,3405.894220661178,3365.485350829001,3385.570671224154,3385.6059361179314,27711342100,355997790768.0,-0.356216
2020-08-26,sh.000001,3378.495930485608,3397.6303110601543,3351.093886869267,3380.791417469924,3372.9973612679014,29445103600,381928906554.3,-1.29949
2020-08-27,sh.000001,3368.507873967616,3392.4335441532153,3341.3211801749694,3377.7557944673467,3363.0617280979327,23709935300,317153391524.5,0.61188
2020-08-28,sh.000001,3370.2569649910056,3398.881897974509,3346.241402054394,3380.398411350392,3367.586698669148,27132554900,379367046371.3,1.602746
2020-08-31,sh.000001,3376.1460118636164,3407.790055783516,3356.4825069141098,3384.063257901114,3376.8713727037825,32347389000,436930125416.2,-0.23882399999999998
2020-09-01,sh.000001,3381.1285917430246,3411.765801083532,3365.7424060296144,3386.53326283539,3385.2980583758813,24699924900,326850955347.9,0.43965600000000005
2020-09-02,sh.000001,3381.079374828017,3408.7499369310453,3366.531218530475,3382.131974094201,3388.382448536235,26154631900,345638982329.5,-0.170207
2020-09-03,sh.000001,3369.016956627096,3394.133563757966,3347.6974523021545,3363.255380319218,3378.224936570545,25534627900,350706563899.6,-0.582151
2020-09-04,sh.000001,3350.528709579677,3372.664476576785,3319.33169161261,3337.542355910723,3360.6023210694043,22163655000,308179657648.7,-0.874865
2020-09-07,sh.000001,3331.763029066088,3349.9872298631117,3290.8664416944594,3311.897800943456,3342.2536757685657,26061656700,357726463915.0,-1.8709099999999999
2020-09-08,sh.000001,3312.7683811726056,3327.2414447564583,3266.1999495847704,3289.5301647681085,3322.2193138306757,27106627800,320229901328.0,0.723634
2020-09-09,sh.000001,3295.674035170449,3307.632870414349,3253.0080809877913,3276.524576392425,3301.69753735057,35150974700,341054534059.1,-1.863128
2020-09-10,sh.000001,3281.26862023971,3291.82217617617,3247.3354602936365,3270.0475229067356,3282.941493823125,31247280400,309676743626.3,-0.608503
2020-09-11,sh.000001,3268.06321348522,3277.461840695303,3243.311963909008,3265.14195642095,3265.364425194752,22169883000,254844994260.0,0.788998
2020-09-14,sh.000001,3261.1914486818423,3271.988606995486,3244.106610143986,3266.031718918062,3255.671233895936,21392413700,269219919654.1,0.566434
2020-09-15,sh.000001,3266.0261496361495,3283.023180838411,3251.307414819275,3275.77883574069,3261.402245530015,19768440000,251763868533.5,0.5143840000000001
2020-09-16,sh.000001,3276.487909399598,3301.298574876006,3261.038772617413,3288.7218965563584,3274.668369764278,20044336400,242270893454.5,-0.356682
2020-09-17,sh.000001,3288.1722396144396,3320.7565291120172,3271.7458284588406,3302.3578595245444,3289.1364119537575,20293197200,279311053428.2,-0.410771
2020-09-18,sh.000001,3296.364874626402,3332.479818957714,3277.859910236402,3308.633814958783,3300.1142740840532,25626078800,337025892904.0,2.068676
2020-09-21,sh.000001,3293.9313924205794,3323.8984689954214,3272.2687113673323,3297.233746517536,3299.748531772946,21650309300,287691308070.7,-0.633734
2020-09-22,sh.000001,3285.9508389790044,3305.3271693129527,3260.917465493786,3277.664997598035,3292.8725719081917,21401506500,269113293656.5,-1.285331
2020-09-23,sh.000001,3278.366109263363,3286.9361731480512,3249.775917460936,3258.435834518945,3286.2732647057483,16917806800,240742428786.7,0.165196
2020-09-24,sh.000001,3269.9143296179427,3270.4484857382527,3239.4223121280884,3242.878366418954,3276.1300181199235,20673601100,258259919724.5,-1.7237529999999999
2020-09-25,sh.000001,3261.3394661609477,3262.5261347301343,3232.7499946399716,3239.085744850046,3260.5800993166185,16482241900,220674476958.0,-0.11660899999999999
2020-09-28,sh.000001,3254.7143918362895,3260.4897357696527,3230.0172916573365,3242.374160302171,3245.0135504732552,15598278300,209672387616.8,-0.058498
2020-09-29,sh.000001,3249.0701894568997,3255.068082455511,3228.6336074848728,3241.6811696727827,3230.374378469798,15134987000,207307813843.5,0.21211
2020-09-30,sh.000001,3251.519493380197,3260.296372862428,3235.0817422087266,3250.330973488434,3227.6965345778135,15350445700,205762857294.2,-0.19561099999999998
2020-10-09,sh.000001,3269.923542237577,3295.2575184049215,3255.909296717062,3286.9837398610193,3249.9412688101306,18832564800,264171043762.6,1.6787830000000001
2020-10-12,sh.000001,3295.302738469739,3333.8948439682995,3282.542728478881,3324.5807990480366,3283.616609076597,25962240800,355700113686.6,2.640189
2020-10-13,sh.000001,3321.192692489535,3348.314099951592,3309.3509943326494,3333.361187151835,3318.6471865529966,20492610300,288505837527.6,0.038252999999999995
2020-10-14,sh.000001,3339.9794729610635,3351.940009498567,3327.7716231185186,3330.822155775773,3344.3667603870003,19865938200,281159984704.8,-0.5646760000000001
2020-10-15,sh.000001,3340.8805831457407,3355.9504191787937,3326.27962296965,3333.1084257572184,3345.2268453714064,19103128200,263848674025.0,-0.257275
