date,code,open,high,low,close,preclose,volume,amount,pctChg,emotion,label
2020/4/21,sh.000001,2842.2372,2842.2372,2808.0214,2827.0133,2852.5528,23323587000,248689000000.0,-0.8953209999999999,0.193193372,1
2020/4/22,sh.000001,2814.0661,2843.9804,2808.4819,2843.9804,2827.0133,21732000000,232797000000.0,0.600178,0.09349285800000001,0
2020/4/23,sh.000001,2850.5104,2853.6357,2835.8961,2838.4994,2843.9804,24877903700,262662000000.0,-0.192723,0.187060315,0
2020/4/24,sh.000001,2834.9387,2834.9387,2802.4989,2808.5293,2838.4994,23518507600,244122000000.0,-1.055843,0.08639481199999999,1
2020/4/27,sh.000001,2812.2422,2832.6662,2802.9579,2815.4947,2808.5293,21013098100,225294000000.0,0.248009,0.082197009,0
2020/4/28,sh.000001,2819.9914,2821.745,2758.2459,2810.0243,2815.4947,25387274500,270535000000.0,-0.194296,0.090010853,1
2020/4/29,sh.000001,2801.383,2831.7642,2800.7379,2822.4424,2810.0243,20206180700,222720000000.0,0.441921,0.09096146599999999,1
2020/4/30,sh.000001,2832.3843,2865.59,2832.3843,2860.0822,2822.4424,24245527800,277441000000.0,1.33359,0.12243523199999999,1
2020/5/6,sh.000001,2831.6326,2879.2634,2830.6536,2878.1402,2860.0822,24982661600,303890000000.0,0.63138,0.104218716,0
2020/5/7,sh.000001,2876.4727,2882.0222,2864.5813,2871.5232,2878.1402,22673695700,268607000000.0,-0.22990500000000003,0.09270148800000001,1
2020/5/8,sh.000001,2882.7078,2903.7967,2879.2034,2895.3444,2871.5232,22682207500,276563000000.0,0.829567,0.103241275,0
2020/5/11,sh.000001,2901.5739,2914.2838,2884.3806,2894.802,2895.3444,22512041000,271931000000.0,-0.018734,0.09556214800000001,0
2020/5/12,sh.000001,2894.6171,2897.9018,2871.23,2891.5564,2894.802,19708298500,238476000000.0,-0.11211800000000001,0.086915586,1
2020/5/13,sh.000001,2882.9552,2900.2587,2875.5354,2898.0495,2891.5564,18506131000,223867000000.0,0.224554,0.107718643,0
2020/5/14,sh.000001,2887.0577,2887.0577,2869.1832,2870.3422,2898.0495,19777620200,237337000000.0,-0.956067,0.100248336,0
2020/5/15,sh.000001,2880.7067,2884.2199,2863.3698,2868.4587,2870.3422,18898359200,246878000000.0,-0.06561900000000001,0.08274864900000001,1
2020/5/18,sh.000001,2872.5244,2889.9795,2862.2709,2875.4176,2868.4587,22602288200,289090000000.0,0.242601,0.097290258,1
2020/5/19,sh.000001,2897.6867,2900.2187,2887.5768,2898.5759999999996,2875.4176,19722240500,256278000000.0,0.805393,0.090627631,0
2020/5/20,sh.000001,2896.4657,2896.4657,2876.1766,2883.7378,2898.5759999999996,21051998500,269177000000.0,-0.5119130000000001,0.07431091299999999,0
2020/5/21,sh.000001,2890.7213,2891.5177,2864.2073,2867.9237,2883.7378,20353203800,250570000000.0,-0.548389,0.079348741,0
2020/5/22,sh.000001,2863.0462,2863.0462,2808.0177,2813.7654,2867.9237,20906371200,245230000000.0,-1.8884150000000002,0.218998788,1
2020/5/25,sh.000001,2816.241,2821.4978,2802.4653,2817.9697,2813.7654,17288555700,202115000000.0,0.149419,0.11318910300000001,1
2020/5/26,sh.000001,2827.8967,2848.3371,2825.901,2846.5473,2817.9697,17456236900,207428000000.0,1.0141200000000001,0.22804893399999998,0
2020/5/27,sh.000001,2847.3198,2848.9965,2831.9281,2836.8036,2846.5473,19814934300,227934000000.0,-0.34229899999999996,0.089425385,1
2020/5/28,sh.000001,2838.2072,2861.9241,2820.1455,2846.2217,2836.8036,20754601900,239234000000.0,0.331997,0.086632474,1
2020/5/29,sh.000001,2835.5840000000003,2855.3756,2829.6271,2852.3512,2846.2217,20679280400,233799000000.0,0.215356,0.11026632199999999,1
2020/6/1,sh.000001,2871.9641,2917.1508,2871.9641,2915.4311,2852.3512,26019605000,307416000000.0,2.211505,0.13687067,1
2020/6/2,sh.000001,2916.3168,2926.3588,2909.1277,2921.3979999999997,2915.4311,25610804900,294403000000.0,0.20466600000000001,0.107695048,1
2020/6/3,sh.000001,2930.3906,2942.7597,2922.6612,2923.3711,2921.3979999999997,25566398000,300448000000.0,0.06754,0.09236608800000001,0
2020/6/4,sh.000001,2931.8376,2932.9677,2910.7516,2919.2506,2923.3711,22660587300,254346000000.0,-0.14095,0.079715008,1
2020/6/5,sh.000001,2923.1891,2930.7993,2909.1181,2930.7993,2919.2506,21736067300,253141000000.0,0.39560500000000004,0.074070148,1
2020/6/8,sh.000001,2941.9816,2950.0656,2934.2103,2937.7712,2930.7993,23112436000,274612000000.0,0.237884,0.099786116,1
2020/6/9,sh.000001,2939.5351,2957.1186,2932.9385,2956.1116,2937.7712,20904858500,251415000000.0,0.624296,0.09541100300000001,0
2020/6/10,sh.000001,2951.2784,2951.3298,2934.8428,2943.7525,2956.1116,20792596900,243968000000.0,-0.41808599999999996,0.097975496,0
2020/6/11,sh.000001,2939.7914,2952.651,2912.1932,2920.8968,2943.7525,23372294700,289023000000.0,-0.776414,0.11790325,0
2020/6/12,sh.000001,2876.8029,2930.255,2872.6165,2919.7408,2920.8968,23600864200,274322000000.0,-0.039577,0.11695792699999999,0
2020/6/15,sh.000001,2908.2767,2922.5364,2890.0306,2890.0306,2919.7408,24320504600,293362000000.0,-1.017563,0.108445753,1
2020/6/16,sh.000001,2912.8251,2931.7791,2909.1341,2931.7493,2890.0306,22331306500,270949000000.0,1.443538,0.115311181,1
2020/6/17,sh.000001,2932.6708,2936.6162,2919.0353,2935.873,2931.7493,23465439100,278007000000.0,0.140657,0.106335907,1
2020/6/18,sh.000001,2929.8799,2942.8983,2920.1054,2939.3151,2935.873,25869137700,289368000000.0,0.117243,0.094486358,1
2020/6/19,sh.000001,2938.7887,2973.3164,2935.8239,2967.6341,2939.3151,26431396100,319089000000.0,0.963456,0.106543556,0
2020/6/22,sh.000001,2966.9008,2983.4382,2959.035,2965.2717,2967.6341,26788383400,346029000000.0,-0.079606,0.105792464,1
2020/6/23,sh.000001,2960.8875,2972.4025,2949.8469,2970.6203,2965.2717,22521220800,305379000000.0,0.180375,0.09073716,1
2020/6/24,sh.000001,2972.9827,2982.9425,2971.2235,2979.5505,2970.6203,21320073200,297009000000.0,0.300617,0.184045757,0
2020/6/29,sh.000001,2973.0757,2977.9122,2951.7702,2961.5164,2979.5505,22062272900,293886000000.0,-0.605262,0.099523982,1
2020/6/30,sh.000001,2965.1054,2990.8253,2965.1054,2984.6741,2961.5164,21495721400,297312000000.0,0.781954,0.13292722,1
2020/7/1,sh.000001,2991.1813,3026.1862,2984.9841,3025.9809999999998,2984.6741,27331314000,369884000000.0,1.383967,0.116145935,1
2020/7/2,sh.000001,3023.7189,3092.4432,3021.6736,3090.5693,3025.9809999999998,39112799600,478216000000.0,2.134458,0.21017213399999998,1
2020/7/3,sh.000001,3103.9952,3152.8126,3103.9952,3152.8126,3090.5693,45879385100,535489000000.0,2.013975,0.138985472,1
2020/7/6,sh.000001,3187.8393,3337.2723,3187.8393,3332.8807,3152.8126,64387890600,724154000000.0,5.711348,0.151424207,1
2020/7/7,sh.000001,3380.9536,3407.0811,3336.2416,3345.3369,3332.8807,65784015900,793638000000.0,0.373737,0.29814075,1
2020/7/8,sh.000001,3337.5518,3421.5312,3327.7062,3403.4401,3345.3369,58708168500,696808000000.0,1.7368419999999998,0.19200707600000003,1
2020/7/9,sh.000001,3403.4832,3456.9721,3393.6379,3450.5935,3403.4401,62000182300,751407000000.0,1.385463,0.158478029,0
2020/7/10,sh.000001,3418.9347,3433.1085,3372.5066,3383.3222,3450.5935,55612001100,703198000000.0,-1.949557,0.125935398,1
2020/7/13,sh.000001,3379.3867,3458.7914,3369.0378,3443.2863,3383.3222,55800687500,717397000000.0,1.772344,0.111362083,0
2020/7/14,sh.000001,3435.0237,3451.2224,3366.0828,3414.6186,3443.2863,54321149200,707327000000.0,-0.832568,0.250385063,0
2020/7/15,sh.000001,3422.0778,3432.4506,3345.7488,3361.3044,3414.6186,49203054200,674727000000.0,-1.561352,0.088161492,0
2020/7/16,sh.000001,3356.3590000000004,3373.5317,3209.7272,3210.0986,3361.3044,49061312300,679468000000.0,-4.498426,0.079786133,1
2020/7/17,sh.000001,3214.4022,3252.7786,3181.2745,3214.1287,3210.0986,35965241300,486536000000.0,0.12554400000000002,0.092982198,1
2020/7/20,sh.000001,3243.9105,3314.1490000000003,3220.684,3314.1490000000003,3214.1287,41855530600,544046000000.0,3.111895,0.11387423599999999,1
2020/7/21,sh.000001,3330.5467,3336.6791,3300.5719,3320.8947,3314.1490000000003,35925202900,488862000000.0,0.203542,0.098506497,1
2020/7/22,sh.000001,3315.1816,3381.9757,3311.7862,3333.1635,3320.8947,39333533500,540577000000.0,0.36944299999999997,0.10025276699999999,0
2020/7/23,sh.000001,3306.1489,3336.3002,3257.8269,3325.1102,3333.1635,40704249900,546887000000.0,-0.24161100000000002,0.112219894,0
2020/7/24,sh.000001,3310.6449,3319.1268,3184.9645,3196.7684,3325.1102,42705402600,584312000000.0,-3.859776,0.088339327,1
2020/7/27,sh.000001,3210.3863,3221.9846,3174.6583,3205.2268,3196.7684,29931902100,402232000000.0,0.264592,0.086828655,1
2020/7/28,sh.000001,3226.1329,3245.2967,3208.4939,3227.9604,3205.2268,28937786100,389874000000.0,0.709267,0.078001107,1
2020/7/29,sh.000001,3221.9883,3294.5521,3209.9902,3294.5521,3227.9604,32492406200,453094000000.0,2.062965,0.153169432,0
2020/7/30,sh.000001,3299.5718,3312.4508,3282.1617,3286.822,3294.5521,34070412100,476974000000.0,-0.23463299999999998,0.185389147,1
2020/7/31,sh.000001,3280.7959,3333.7859,3261.6135,3310.0065,3286.822,35375897900,495778000000.0,0.705377,0.15237298,1
2020/8/3,sh.000001,3332.1826,3368.1028,3327.6773,3367.9658,3310.0065,40746086700,572431000000.0,1.7510330000000003,0.10729113,1
2020/8/4,sh.000001,3376.4402,3391.0743,3352.5017,3371.6875,3367.9658,44232855100,604942000000.0,0.110503,0.10703139,1
2020/8/5,sh.000001,3363.3324,3383.6365,3333.877,3377.5648,3371.6875,38582302700,526515000000.0,0.17431300000000002,0.10570601199999999,1
2020/8/6,sh.000001,3380.7621,3392.7048,3334.3341,3386.4631,3377.5648,41530251000,570488000000.0,0.263453,0.095290374,0
2020/8/7,sh.000001,3370.5878,3374.133,3307.7127,3354.0352,3386.4631,40392963300,561436000000.0,-0.9575739999999999,0.09619558,1
2020/8/10,sh.000001,3341.5276,3399.9323,3335.0427,3379.2524,3354.0352,38137963000,527084000000.0,0.751847,0.098179411,0
2020/8/11,sh.000001,3379.4874,3409.0589,3336.0945,3340.29,3379.2524,40045270600,514021000000.0,-1.152989,0.082332408,0
2020/8/12,sh.000001,3327.4929,3335.7290000000003,3263.2653,3319.2656,3340.29,37832895900,480731000000.0,-0.629418,0.092046423,0
2020/8/13,sh.000001,3328.1754,3338.1518,3309.4629,3320.7261,3319.2656,32429127800,387162000000.0,0.044001,0.095948033,1
2020/8/14,sh.000001,3315.6687,3362.0267,3302.7357,3360.0988,3320.7261,30599837600,367467000000.0,1.185665,0.084901666,1
2020/8/17,sh.000001,3373.9018,3450.8987,3369.3742,3438.801,3360.0988,43459826000,537425000000.0,2.342259,0.11810864,1
2020/8/18,sh.000001,3441.9337,3456.7206,3432.6402,3451.0894,3438.801,38072927500,493052000000.0,0.35734499999999997,0.10372796699999999,0
2020/8/19,sh.000001,3444.5646,3454.4613,3406.1642,3408.1288,3451.0894,40572221400,498262000000.0,-1.244842,0.09229185599999999,0
2020/8/20,sh.000001,3385.9645,3394.5570000000002,3352.7767,3363.8988,3408.1288,33560098200,401816000000.0,-1.29778,0.08424377400000001,1
2020/8/21,sh.000001,3380.2269,3393.9175,3358.0005,3380.6825,3363.8988,28748834000,361282000000.0,0.498936,0.080810217,1
2020/8/24,sh.000001,3391.1132,3396.5663,3368.0258,3385.6383,3380.6825,26622784100,345683000000.0,0.146592,0.10082732,0
2020/8/25,sh.000001,3392.8797,3408.8697,3364.1602,3373.5781,3385.6383,27711342100,355998000000.0,-0.356216,0.082303124,0
2020/8/26,sh.000001,3371.8083,3382.6032,3320.1355,3329.7388,3373.5781,29445103600,381929000000.0,-1.29949,0.073658,1
2020/8/27,sh.000001,3333.4909,3351.8324,3312.9859,3350.1128,3329.7388,23709935300,317153000000.0,0.61188,0.08538313300000001,1
2020/8/28,sh.000001,3346.2893,3405.8768,3339.6494,3403.8066,3350.1128,27132554900,379367000000.0,1.602746,0.0971453,0
2020/8/31,sh.000001,3416.5497,3442.7363,3395.4675,3395.6775,3403.8066,32347389000,436930000000.0,-0.23882399999999998,0.09419816,1
2020/9/1,sh.000001,3389.7424,3410.6068,3381.7108,3410.6068,3395.6775,24699924900,326851000000.0,0.43965600000000005,0.097649134,0
2020/9/2,sh.000001,3420.4693,3421.3959,3377.2111,3404.8017,3410.6068,26154631900,345639000000.0,-0.170207,0.08182798299999999,0
2020/9/3,sh.000001,3404.0319,3425.6294,3374.2634,3384.9806,3404.8017,25534627900,350707000000.0,-0.582151,0.077160785,0
2020/9/4,sh.000001,3336.4076,3360.1061,3328.5518,3355.3666,3384.9806,22163655000,308180000000.0,-0.874865,0.101164591,0
2020/9/7,sh.000001,3349.9184,3368.2446,3285.6326,3292.5907,3355.3666,26061656700,357726000000.0,-1.8709099999999999,0.078767947,1
2020/9/8,sh.000001,3301.2173,3324.3929,3276.4431,3316.417,3292.5907,27106627800,320230000000.0,0.723634,0.085346155,0
2020/9/9,sh.000001,3280.9974,3289.6148,3238.5606,3254.6279,3316.417,35150974700,341055000000.0,-1.863128,0.092439701,0
2020/9/10,sh.000001,3282.232,3285.4731,3227.6435,3234.8234,3254.6279,31247280400,309677000000.0,-0.608503,0.074813411,1
2020/9/11,sh.000001,3225.7836,3262.4976,3220.5363,3260.3461,3234.8234,22169883000,254845000000.0,0.788998,0.10028114800000001,1
2020/9/14,sh.000001,3275.9181,3283.5325,3261.1479,3278.8138,3260.3461,21392413700,269220000000.0,0.566434,0.074400467,1
2020/9/15,sh.000001,3277.1284,3297.6904,3263.7522,3295.6795,3278.8138,19768440000,251764000000.0,0.5143840000000001,0.090931444,0
2020/9/16,sh.000001,3293.1678,3302.4556,3271.075,3283.9244,3295.6795,20044336400,242271000000.0,-0.356682,0.217475112,0
2020/9/17,sh.000001,3277.3238,3290.4094,3248.4990000000003,3270.435,3283.9244,20293197200,279311000000.0,-0.410771,0.07921992,1
2020/9/18,sh.000001,3270.9109999999996,3338.3243,3268.526,3338.0897,3270.435,25626078800,337026000000.0,2.068676,0.12203556900000001,0
2020/9/21,sh.000001,3348.8988,3350.5893,3313.0714,3316.9351,3338.0897,21650309300,287691000000.0,-0.633734,0.08496112900000001,0
2020/9/22,sh.000001,3290.6656,3320.2278,3265.7025,3274.3015,3316.9351,21401506500,269113000000.0,-1.285331,0.08074004900000001,1
2020/9/23,sh.000001,3278.8358,3289.7624,3264.8907,3279.7105,3274.3015,16917806800,240742000000.0,0.165196,0.087794228,0
2020/9/24,sh.000001,3262.8790000000004,3265.3451,3221.2365,3223.1764,3279.7105,20673601100,258260000000.0,-1.7237529999999999,0.076036453,0
2020/9/25,sh.000001,3234.3739,3239.4662,3208.0349,3219.4179,3223.1764,16482241900,220674000000.0,-0.11660899999999999,0.155949335,0
2020/9/28,sh.000001,3224.9769,3238.1825,3210.8925,3217.5346,3219.4179,15598278300,209672000000.0,-0.058498,0.071792195,1
2020/9/29,sh.000001,3231.8551,3242.7937,3219.7902,3224.3593,3217.5346,15134987000,207308000000.0,0.21211,0.09987781300000001,0
2020/9/30,sh.000001,3232.7104,3244.9134,3202.3435,3218.0521,3224.3593,15350445700,205763000000.0,-0.19561099999999998,0.187625723,1
2020/10/9,sh.000001,3262.6105,3280.5124,3260.1873,3272.0762,3218.0521,18832564800,264171000000.0,1.6787830000000001,0.111297675,1
2020/10/12,sh.000001,3287.3281,3359.1526,3286.1111,3358.4652,3272.0762,25962240800,355700000000.0,2.640189,0.090361397,0
2020/10/13,sh.000001,3353.1213,3361.8315,3334.4989,3359.7499,3358.4652,20492610300,288506000000.0,0.038252999999999995,0.109880497,0
2020/10/14,sh.000001,3353.6247,3353.6247,3332.9635,3340.7782,3359.7499,19865938200,281160000000.0,-0.5646760000000001,0.09016445699999999,0
2020/10/15,sh.000001,3342.9222,3354.5784,3330.0014,3332.1832,3340.7782,19103128200,263849000000.0,-0.257275,0.093566507,1
2020/10/16,sh.000001,3334.4568,3348.9543,3319.11,3336.3582,3332.1832,19429542100,253448000000.0,0.12529300000000002,0.085744389,0
2020/10/19,sh.000001,3351.0961,3371.0862,3307.8407,3312.6671,3336.3582,21230354000,283883000000.0,-0.7100890000000001,0.08478980400000001,1
2020/10/20,sh.000001,3307.1498,3328.1029,3293.7662,3328.1029,3312.6671,16508476200,227823000000.0,0.465963,0.093454115,0
2020/10/21,sh.000001,3332.147,3332.147,3304.1693,3325.0247,3328.1029,17763211500,246848000000.0,-0.09249099999999999,0.070577899,0
2020/10/22,sh.000001,3315.8206,3320.8787,3281.3662,3312.5005,3325.0247,16594998700,236428000000.0,-0.376665,0.081901059,0
2020/10/23,sh.000001,3308.1581,3326.0489,3276.6197,3277.9972,3312.5005,17420898200,249913000000.0,-1.041609,0.079812379,0
2020/10/26,sh.000001,3258.7028,3264.4464,3226.6018,3251.1188,3277.9972,16773179500,235462000000.0,-0.8199639999999999,0.081246518,1
2020/10/27,sh.000001,3240.7395,3258.3369,3235.5443,3254.3157,3251.1188,14911556600,217487000000.0,0.098332,0.088067177,1
