t0,x0,y0,t1,x1,y1,t2,x2,y2,t3,x3,y3,t4,x4,y4,t5,x5,y5,t6,x6,y6,t7,x7,y7,t8,x8,y8,t9,x9,y9,t10,x10,y10,t11,x11,y11,t12,x12,y12,t13,x13,y13,t14,x14,y14,t15,x15,y15,t16,x16,y16,t17,x17,y17,t18,x18,y18,t19,x19,y19,t20,x20,y20,t21,x21,y21,t22,x22,y22,t23,x23,y23,t24,x24,y24,t25,x25,y25,t26,x26,y26,t27,x27,y27,t28,x28,y28,t29,x29,y29,t30,x30,y30,t31,x31,y31,t32,x32,y32,t33,x33,y33,t34,x34,y34,t35,x35,y35,t36,x36,y36,t37,x37,y37,t38,x38,y38,t39,x39,y39,t40,x40,y40,t41,x41,y41,t42,x42,y42,t43,x43,y43,t44,x44,y44,t45,x45,y45,t46,x46,y46,t47,x47,y47,t48,x48,y48,t49,x49,y49,t50,x50,y50,t51,x51,y51,t52,x52,y52,t53,x53,y53,t54,x54,y54,t55,x55,y55,t56,x56,y56,t57,x57,y57,t58,x58,y58,t59,x59,y59,t60,x60,y60,t61,x61,y61,t62,x62,y62,t63,x63,y63,t64,x64,y64,t65,x65,y65,t66,x66,y66,t67,x67,y67,t68,x68,y68,t69,x69,y69,t70,x70,y70,t71,x71,y71,t72,x72,y72,t73,x73,y73,t74,x74,y74,t75,x75,y75,t76,x76,y76,t77,x77,y77,t78,x78,y78,t79,x79,y79,t80,x80,y80,t81,x81,y81,t82,x82,y82,t83,x83,y83,t84,x84,y84,t85,x85,y85,t86,x86,y86,t87,x87,y87,t88,x88,y88,t89,x89,y89,t90,x90,y90,t91,x91,y91,t92,x92,y92,t93,x93,y93,t94,x94,y94,t95,x95,y95,t96,x96,y96,t97,x97,y97,t98,x98,y98,t99,x99,y99,t100,x100,y100,t101,x101,y101,t102,x102,y102,t103,x103,y103,t104,x104,y104,t105,x105,y105,t106,x106,y106,t107,x107,y107,t108,x108,y108,t109,x109,y109,t110,x110,y110,t111,x111,y111,t112,x112,y112,t113,x113,y113,t114,x114,y114,t115,x115,y115,t116,x116,y116,t117,x117,y117,t118,x118,y118,t119,x119,y119
1,8.802011969633398,65.3203014994702,1,8.183028098420174,64.40431061763388,1,7.076801828731005,62.76728383324127,1,7.076801828731005,62.76728383324127,1,8.198200387315904,62.79713283035375,1,9.319598945900804,62.826981827466234,1,10.440997504485704,62.856830824578715,1,11.562396063070604,62.886679821691196,1,12.683794621655505,62.91652881880368,1,13.805193180240405,62.94637781591616,1,14.926591738825305,62.97622681302864,1,16.047990297410205,63.00607581014112,1,17.169388855995106,63.0359248072536,1,18.290787414580006,63.06577380436608,1,19.412185973164906,63.09562280147856,1,20.533584531749806,63.12547179859104,1,21.654983090334706,63.155320795703524,1,22.776381648919607,63.185169792816005,1,23.897780207504507,63.215018789928486,1,25.019178766089407,63.24486778704097,1,26.140577324674307,63.27471678415345,1,27.261975883259208,63.30456578126593,1,28.383374441844108,63.33441477837841,1,29.504773000429008,63.36426377549089,1,30.62617155901391,63.39411277260337,1,31.74757011759881,63.42396176971585,1,32.868968676183705,63.45381076682833,1,33.990367234768605,63.483659763940814,1,35.111765793353506,63.513508761053295,1,36.233164351938406,63.543357758165776,1,37.354562910523306,63.57320675527826,1,38.475961469108206,63.60305575239074,1,39.59736002769311,63.63290474950322,1,40.71875858627801,63.6627537466157,1,41.84015714486291,63.69260274372818,1,42.96155570344781,63.72245174084066,1,44.08295426203271,63.75230073795314,1,45.20435282061761,63.78214973506562,1,46.32575137920251,63.811998732178104,1,47.44714993778741,63.841847729290585,1,48.56854849637231,63.871696726403066,1,49.68994705495721,63.90154572351555,1,50.81134561354211,63.93139472062803,1,51.93274417212701,63.96124371774051,1,53.05414273071191,63.99109271485299,1,54.17554128929681,64.02094171196548,1,55.29693984788171,64.05079070907796,1,56.41833840646661,64.08063970619044,1,57.53973696505151,64.11048870330292,1,58.66113552363641,64.1403377004154,1,59.78253408222131,64.17018669752788,1,60.90393264080621,64.20003569464036,1,62.02533119939111,64.22988469175284,1,63.14672975797601,64.25973368886532,1,64.2681283165609,64.2895826859778,1,65.3895268751458,64.31943168309029,1,66.5109254337307,64.34928068020277,1,67.6323239923156,64.37912967731525,1,68.7537225509005,64.40897867442773,1,69.8751211094854,64.43882767154021,1,70.9965196680703,64.46867666865269,1,72.1179182266552,64.49852566576517,1,73.2393167852401,64.52837466287765,1,74.360715343825,64.55822365999013,1,75.4821139024099,64.58807265710261,1,76.6035124609948,64.6179216542151,1,77.72491101957971,64.64777065132758,1,78.84630957816461,64.67761964844006,1,79.96770813674951,64.70746864555254,1,81.08910669533441,64.73731764266502,1,82.21050525391931,64.7671666397775,1,83.33190381250421,64.79701563688998,1,84.45330237108911,64.82686463400246,1,85.61061422214966,64.85766955865314,1,85.61061422214966,64.85766955865314,1,82.42508060083584,62.62217777267923,1,79.23954697952202,60.38668598670532,1,76.0540133582082,58.1511942007314,1,72.86847973689437,55.91570241475749,1,69.68294611558055,53.68021062878358,1,66.49741249426673,51.444718842809664,1,63.311878872952896,49.20922705683575,1,60.126345251639066,46.97373527086184,1,56.940811630325236,44.738243484887924,1,53.755278009011406,42.50275169891401,1,50.569744387697575,40.2672599129401,1,47.384210766383745,38.031768126966185,1,44.198677145069915,35.79627634099227,1,41.013143523756085,33.56078455501836,1,37.827609902442255,31.325292769044445,1,34.642076281128425,29.089800983070532,1,31.456542659814595,26.85430919709662,1,28.271009038500765,24.618817411122706,1,25.085475417186935,22.383325625148792,1,21.899941795873104,20.14783383917488,1,18.714408174559274,17.912342053200966,1,15.528874553245446,15.676850267227055,1,12.343340931931618,13.441358481253143,1,8.96343502517174,11.069463285618674,1,10.734711326328199,12.66841544245911,1,12.505987627484657,14.267367599299547,1,14.277263928641116,15.866319756139983,1,16.048540229797574,17.46527191298042,1,17.819816530954032,19.064224069820856,1,19.59109283211049,20.663176226661292,1,21.36236913326695,22.26212838350173,1,23.133645434423407,23.861080540342165,1,24.904921735579865,25.4600326971826,1,26.676198036736324,27.058984854023038,1,28.447474337892782,28.657937010863474,1,30.21875063904924,30.25688916770391,1,31.9900269402057,31.855841324544347,1,33.76130324136216,33.45479348138478,1,35.53257954251862,35.05374563822522,1,37.30385584367508,36.65269779506566,1,39.07513214483154,38.2516499519061,1,40.846408445988004,39.85060210874654,1,42.617684747144466,41.44955426558698,1,44.38896104830093,43.04850642242742,1,46.16023734945739,44.64745857926786
